scenario,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33
524,16.114939050818467,20.0,28.126372440141626,0.0,2.675853721964319,101.5804119487539,157.18369067615413,157.18369067615413,25.718369067615413,57.19359060435489,20.0,76.0,76.0,16.114939050818467,76.0,76.0,100.0,100.0,197.0,197.0,12.0,12.0,12.0,12.0,155.0,50.0,50.0,50.0,50.0,50.0,155.0,350.0,197.0
525,20.0,20.0,100.0,0.0,12.0,155.0,400.0,400.0,50.0,155.0,20.0,76.0,76.0,20.0,76.0,76.0,100.0,100.0,197.0,197.0,12.0,12.0,12.0,12.0,155.0,50.0,50.0,50.0,50.0,50.0,154.0,350.0,197.0
526,18.662491610104354,18.662491610104354,74.92171768945667,0.0,8.789979864250451,121.32822628437714,299.6868707578267,299.6868707578267,36.62491610104355,121.32822628437714,18.662491610104354,55.669872473586196,55.669872473586196,18.662491610104354,55.669872473586196,55.669872473586196,74.92171768945667,74.92171768945667,154.19973152333938,154.19973152333938,8.789979864250451,8.789979864250451,8.789979864250451,8.789979864250451,121.32822628437714,36.62491610104355,36.62491610104355,36.62491610104355,36.62491610104355,50.0,149.98434353789133,279.7808095304787,154.19973152333938
527,18.84522465798034,18.84522465798034,78.34796233713132,0.0,9.228539179152811,125.928530764655,313.3918493485253,313.3918493485253,38.45224657980338,125.928530764655,18.84522465798034,58.447414801301136,58.447414801301136,18.84522465798034,58.447414801301136,58.447414801301136,78.34796233713132,78.34796233713132,160.0471890553708,160.0471890553708,9.228539179152811,9.228539179152811,9.228539179152811,9.228539179152811,125.928530764655,38.45224657980338,38.45224657980338,38.45224657980338,38.45224657980338,38.45224657980338,125.928530764655,289.3742945439677,197.0
528,18.84522465798034,18.84522465798034,78.34796233713132,0.0,9.228539179152811,125.928530764655,313.3918493485253,313.3918493485253,38.45224657980338,125.928530764655,18.84522465798034,58.447414801301136,58.447414801301136,18.84522465798034,58.447414801301136,58.447414801301136,78.34796233713132,78.34796233713132,160.0471890553708,160.0471890553708,9.228539179152811,9.228539179152811,9.228539179152811,9.228539179152811,125.928530764655,38.45224657980338,38.45224657980338,38.45224657980338,38.45224657980338,38.45224657980338,125.928530764655,289.3742945439677,197.0
529,19.0,19.0,70.0,0.0,12.0,150.0,390.0,390.0,45.0,150.0,19.0,70.0,70.0,19.0,70.0,70.0,80.0,80.0,180.0,180.0,12.0,12.0,12.0,12.0,150.0,45.0,45.0,45.0,45.0,45.0,150.0,330.0,180.0
530,17.519314089852315,17.519314089852315,70.2317690782278,0.0,10.015451271881853,130.19314089852315,251.158845391139,251.158845391139,45.03862817970463,130.19314089852315,20.0,65.08498199535019,65.08498199535019,20.0,65.08498199535019,65.08498199535019,75.19314089852317,75.19314089852317,180.13133581099575,180.13133581099575,10.015451271881853,10.015451271881853,10.015451271881853,10.015451271881853,130.19314089852315,40.07725635940927,40.07725635940927,40.07725635940927,40.07725635940927,40.07725635940927,130.19314089852315,330.1545127188185,193.03090254376372
531,18.90761859794594,18.90761859794594,79.51784871148641,0.0,9.37828463507026,127.4992982032891,318.07139484594563,318.07139484594563,39.076185979459424,127.4992982032891,18.90761859794594,59.39580268877832,59.39580268877832,18.90761859794594,59.39580268877832,59.39580268877832,79.51784871148641,79.51784871148641,162.04379513427014,162.04379513427014,9.37828463507026,9.37828463507026,9.37828463507026,9.37828463507026,127.4992982032891,39.076185979459424,39.076185979459424,39.076185979459424,39.076185979459424,39.076185979459424,127.4992982032891,292.649976392162,162.04379513427014
532,19.031351738569196,19.031351738569196,81.83784509817241,0.0,9.675244172566067,130.6142800184795,327.35138039268963,327.35138039268963,40.31351738569195,130.6142800184795,19.031351738569196,61.27654642625177,61.27654642625177,19.031351738569196,61.27654642625177,61.27654642625177,81.83784509817241,81.83784509817241,166.00325563421424,166.00325563421424,9.675244172566067,9.675244172566067,9.675244172566067,9.675244172566067,130.6142800184795,40.31351738569195,40.31351738569195,40.31351738569195,40.31351738569195,40.31351738569195,130.6142800184795,299.14596627488277,166.00325563421424
533,18.977074964859995,18.977074964859995,80.82015559112489,0.0,9.544979915663983,129.24786224035034,323.28062236449955,323.28062236449955,39.77074964859993,129.24786224035034,18.977074964859995,60.45153946587189,60.45153946587189,18.977074964859995,60.45153946587189,60.45153946587189,80.82015559112489,80.82015559112489,164.26639887551977,164.26639887551977,9.544979915663983,9.544979915663983,9.544979915663983,9.544979915663983,129.24786224035034,39.77074964859993,39.77074964859993,39.77074964859993,39.77074964859993,50.0,151.16403111822498,296.29643565514965,164.26639887551977
534,18.00943118378767,18.00943118378767,82.48299441733148,0.0,8.416976130817803,111.2074860433287,328.339522616356,328.339522616356,38.056587102726006,111.2074860433287,18.407544947030136,59.27922194381641,59.27922194381641,18.407544947030136,59.27922194381641,59.27922194381641,82.48299441733148,82.48299441733148,167.53958152005748,167.53958152005748,8.815089894060268,8.815089894060268,8.815089894060268,8.815089894060268,135.0943118378767,39.649042155695874,39.649042155695874,39.649042155695874,39.649042155695874,39.649042155695874,135.0943118378767,334.07544947030135,175.5018567849068
535,17.79047171416832,17.79047171416832,80.02234822936998,0.0,8.803575716699196,127.03128752111797,320.0893929174799,320.0893929174799,38.01340893762199,127.03128752111797,17.79047171416832,59.21877251267078,59.21877251267078,17.79047171416832,59.21877251267078,59.21877251267078,82.41966644184558,82.41966644184558,159.44201467121556,159.44201467121556,8.803575716699196,8.803575716699196,8.803575716699196,8.803575716699196,135.02234822936998,42.00893929174799,42.00893929174799,42.00893929174799,42.00893929174799,50.0,152.6026817875244,310.04469645873996,187.41072715009759
536,19.0114619304844,19.0114619304844,81.46491119658253,0.0,9.627508633162567,130.11355409994482,325.85964478633014,325.85964478633014,40.11461930484403,130.11355409994482,19.0114619304844,60.97422134336291,60.97422134336291,19.0114619304844,60.97422134336291,60.97422134336291,81.46491119658253,81.46491119658253,165.36678177550087,165.36678177550087,9.627508633162567,9.627508633162567,9.627508633162567,9.627508633162567,130.11355409994482,40.11461930484403,40.11461930484403,40.11461930484403,40.11461930484403,40.11461930484403,130.11355409994482,298.10175135043113,197.0
537,19.011594247184913,19.011594247184913,81.46739213471712,0.0,9.62782619324379,130.1168851728802,325.86956853886846,325.86956853886846,40.115942471849124,130.1168851728802,19.011594247184913,60.976232557210665,60.976232557210665,19.011594247184913,60.976232557210665,60.976232557210665,81.46739213471712,81.46739213471712,165.37101590991722,165.37101590991722,9.62782619324379,9.62782619324379,9.62782619324379,9.62782619324379,130.1168851728802,40.115942471849124,40.115942471849124,40.115942471849124,40.115942471849124,50.0,151.2934784269434,298.10869797720795,165.86521878632476
538,17.819573017928686,17.819573017928686,91.27829207171474,0.0,7.639146035857373,107.0306063944311,269.1743810757212,269.1743810757212,32.55658414342949,107.0306063944311,17.819573017928686,70.76697524302885,70.76697524302885,17.819573017928686,70.76697524302885,70.76697524302885,91.27829207171474,91.27829207171474,182.17309652191506,182.17309652191506,7.639146035857373,7.639146035857373,7.639146035857373,7.639146035857373,141.9174381075721,45.63914603585737,45.63914603585737,45.63914603585737,45.63914603585737,45.63914603585737,141.9174381075721,341.27829207171476,182.17309652191506
539,19.0114619304844,19.0114619304844,81.46491119658253,0.0,9.627508633162567,130.11355409994482,325.85964478633014,325.85964478633014,40.11461930484403,130.11355409994482,19.0114619304844,60.97422134336291,60.97422134336291,19.0114619304844,60.97422134336291,60.97422134336291,81.46491119658253,81.46491119658253,165.36678177550087,165.36678177550087,9.627508633162567,9.627508633162567,9.627508633162567,9.627508633162567,130.11355409994482,40.11461930484403,40.11461930484403,40.11461930484403,40.11461930484403,40.11461930484403,130.11355409994482,298.10175135043113,197.0
540,18.822898099002842,18.822898099002842,77.92933935630326,0.0,9.174955437606817,125.3664596423965,311.71735742521304,311.71735742521304,38.228980990028404,125.3664596423965,18.822898099002842,58.10805110484317,58.10805110484317,18.822898099002842,58.10805110484317,58.10805110484317,77.92933935630326,77.92933935630326,159.33273916809088,159.33273916809088,12.0,12.0,12.0,12.0,125.3664596423965,50.0,50.0,50.0,50.0,50.0,150.58586787126066,288.2021501976491,161.3926674948359
541,18.86596891030014,18.86596891030014,78.73691706812762,0.0,9.278325384720336,126.45076731680604,314.9476682725105,314.9476682725105,38.659689103001405,126.45076731680604,18.86596891030014,58.76272743656213,58.76272743656213,18.86596891030014,58.76272743656213,58.76272743656213,78.73691706812762,78.73691706812762,160.71100512960447,160.71100512960447,9.278325384720336,9.278325384720336,9.278325384720336,9.278325384720336,126.45076731680604,38.659689103001405,38.659689103001405,38.659689103001405,38.659689103001405,50.0,150.74738341362553,290.4633677907574,197.0
542,19.0,19.0,50.0,0.0,8.0,100.0,400.0,400.0,45.0,100.0,20.0,75.0,75.0,19.0,75.0,75.0,100.0,100.0,196.0,196.0,12.0,12.0,12.0,12.0,154.0,50.0,50.0,50.0,50.0,50.0,154.0,330.0,196.0
543,18.93067536038777,18.93067536038777,79.9501630072707,0.0,9.43362086493065,128.07975219776213,319.8006520290828,319.8006520290828,39.30675360387771,128.07975219776213,18.93067536038777,59.74626547789411,59.74626547789411,18.93067536038777,59.74626547789411,59.74626547789411,79.9501630072707,79.9501630072707,162.78161153240868,162.78161153240868,9.43362086493065,9.43362086493065,9.43362086493065,9.43362086493065,128.07975219776213,39.30675360387771,39.30675360387771,39.30675360387771,39.30675360387771,50.0,150.99003260145415,293.860456420358,162.78161153240868
544,18.90895117227958,18.90895117227958,79.54283448024212,0.0,9.381482813470992,127.53284576213842,318.1713379209685,318.1713379209685,39.0895117227958,127.53284576213842,18.90895117227958,59.416057818649605,59.416057818649605,18.90895117227958,59.416057818649605,59.416057818649605,79.54283448024212,79.54283448024212,162.08643751294653,162.08643751294653,9.381482813470992,9.381482813470992,9.381482813470992,9.381482813470992,127.53284576213842,39.0895117227958,39.0895117227958,39.0895117227958,39.0895117227958,39.0895117227958,127.53284576213842,292.7199365446779,197.0
545,17.551041243067445,17.551041243067445,85.30624745840467,0.0,5.338832181143453,140.30624745840467,253.06247458404675,253.06247458404675,40.20416497226979,140.30624745840467,17.551041243067445,65.22458146949677,65.22458146949677,17.551041243067445,65.22458146949677,65.22458146949677,85.30624745840467,85.30624745840467,180.34708045285862,180.34708045285862,5.338832181143453,5.338832181143453,5.338832181143453,5.338832181143453,140.30624745840467,40.20416497226979,40.20416497226979,40.20416497226979,40.20416497226979,40.20416497226979,140.30624745840467,330.40832994453956,180.34708045285862
546,17.183133153316287,17.183133153316287,79.34297645765278,0.0,8.244177537755052,122.13655345535669,315.49399459948864,315.49399459948864,38.73253261326515,122.13655345535669,17.183133153316287,60.97671015102021,60.97671015102021,17.183133153316287,60.97671015102021,60.97671015102021,79.34297645765278,79.34297645765278,166.9534203020404,166.9534203020404,8.244177537755052,8.244177537755052,8.244177537755052,8.244177537755052,122.13655345535669,38.73253261326515,38.73253261326515,38.73253261326515,38.73253261326515,38.73253261326515,122.13655345535669,321.8313315331629,194.18313315331628
547,19.5737377226427,19.5737377226427,57.37377226427019,0.0,10.294950890570808,91.06065839640529,272.12131679281055,272.12131679281055,41.474754452854036,91.06065839640529,19.5737377226427,70.88485267171242,70.88485267171242,19.5737377226427,62.35960712456646,62.35960712456646,82.94950890570807,82.94950890570807,182.50708256985186,182.50708256985186,12.0,12.0,12.0,12.0,91.06065839640529,50.0,50.0,50.0,50.0,50.0,155.0,341.47475445285403,197.0
548,19.353213081559378,17.412852326237516,80.59639244678138,0.0,5.790845582970043,119.42671948576587,238.30327038984484,238.30327038984484,30.596392446781383,119.42671948576587,17.412852326237516,37.19278489356277,37.19278489356277,17.412852326237516,37.19278489356277,36.675355358810265,93.53213081559379,93.53213081559379,186.00462238650945,186.00462238650945,12.0,12.0,12.0,12.0,154.35321308155937,46.766065407796894,46.766065407796894,46.766065407796894,46.766065407796894,46.766065407796894,154.35321308155937,350.0,197.0
549,18.82891450233616,18.82891450233616,78.04214691880304,0.0,9.18939480560679,125.51792259631289,312.16858767521217,312.16858767521217,38.28914502336163,125.51792259631289,18.82891450233616,58.19950043550966,58.19950043550966,18.82891450233616,58.19950043550966,58.19950043550966,78.04214691880304,78.04214691880304,159.5252640747572,159.5252640747572,9.18939480560679,9.18939480560679,9.18939480560679,9.18939480560679,125.51792259631289,38.28914502336163,38.28914502336163,38.28914502336163,38.28914502336163,38.28914502336163,125.51792259631289,288.5180113726485,197.0
550,18.892189700183764,18.892189700183764,79.22855687844559,0.0,9.341255280441036,127.1108757021263,316.91422751378235,316.91422751378235,38.92189700183765,127.1108757021263,18.892189700183764,59.161283442793234,59.161283442793234,18.892189700183764,59.161283442793234,59.161283442793234,79.22855687844559,79.22855687844559,161.5500704058805,161.5500704058805,9.341255280441036,9.341255280441036,9.341255280441036,9.341255280441036,127.1108757021263,38.92189700183765,38.92189700183765,38.92189700183765,38.92189700183765,38.92189700183765,127.1108757021263,291.8399592596477,161.5500704058805
551,18.82891450233616,18.82891450233616,78.04214691880304,0.0,9.18939480560679,125.51792259631289,312.16858767521217,312.16858767521217,38.28914502336163,125.51792259631289,18.82891450233616,58.19950043550966,58.19950043550966,18.82891450233616,58.19950043550966,58.19950043550966,78.04214691880304,78.04214691880304,159.5252640747572,159.5252640747572,9.18939480560679,9.18939480560679,9.18939480560679,9.18939480560679,125.51792259631289,38.28914502336163,38.28914502336163,38.28914502336163,38.28914502336163,38.28914502336163,125.51792259631289,288.5180113726485,197.0
552,18.63296897195836,18.63296897195836,74.36816822421922,0.0,8.71912553270006,120.58499386905167,297.4726728968769,297.4726728968769,36.329689719583584,120.58499386905167,18.63296897195836,55.221128373767044,55.221128373767044,18.63296897195836,55.221128373767044,55.221128373767044,74.36816822421922,74.36816822421922,153.25500710266746,153.25500710266746,8.71912553270006,8.71912553270006,8.71912553270006,8.71912553270006,120.58499386905167,36.329689719583584,36.329689719583584,36.329689719583584,36.329689719583584,50.0,149.87363364484384,278.2308710278138,197.0
553,18.63296897195836,18.63296897195836,74.36816822421922,0.0,8.71912553270006,120.58499386905167,297.4726728968769,297.4726728968769,36.329689719583584,120.58499386905167,18.63296897195836,55.221128373767044,55.221128373767044,18.63296897195836,55.221128373767044,55.221128373767044,74.36816822421922,74.36816822421922,153.25500710266746,153.25500710266746,8.71912553270006,8.71912553270006,8.71912553270006,8.71912553270006,120.58499386905167,36.329689719583584,36.329689719583584,36.329689719583584,36.329689719583584,50.0,149.87363364484384,278.2308710278138,197.0
554,19.294023258394414,19.294023258394414,78.8206977518324,0.0,7.058162808760892,119.70116291972066,294.10348875916196,294.10348875916196,42.94023258394413,119.70116291972066,19.294023258394414,50.58483730219887,50.58483730219887,19.294023258394414,50.58483730219887,50.58483730219887,85.88046516788826,85.88046516788826,163.81909314453742,163.81909314453742,7.058162808760892,7.058162808760892,7.058162808760892,7.058162808760892,119.70116291972066,35.88046516788826,35.88046516788826,35.88046516788826,35.88046516788826,35.88046516788826,119.70116291972066,335.88046516788825,163.81909314453742
555,18.63296897195836,18.63296897195836,74.36816822421922,0.0,8.71912553270006,120.58499386905167,297.4726728968769,297.4726728968769,36.329689719583584,120.58499386905167,18.63296897195836,55.221128373767044,55.221128373767044,18.63296897195836,55.221128373767044,55.221128373767044,74.36816822421922,74.36816822421922,153.25500710266746,153.25500710266746,8.71912553270006,8.71912553270006,8.71912553270006,8.71912553270006,120.58499386905167,36.329689719583584,36.329689719583584,36.329689719583584,36.329689719583584,50.0,149.87363364484384,278.2308710278138,197.0
556,20.0,19.133189228532228,65.32756914128916,0.0,5.065513828257832,107.3254075692726,313.3189228532229,313.3189228532229,32.66378457064458,107.3254075692726,20.0,72.53275691412891,72.53275691412891,20.0,72.53275691412891,72.53275691412891,82.66378457064458,91.3318922853223,156.25989374101476,156.25989374101476,10.266378457064459,10.266378457064459,10.266378457064459,10.266378457064459,107.3254075692726,41.33189228532229,41.33189228532229,41.33189228532229,41.33189228532229,41.33189228532229,107.3254075692726,263.3189228532229,156.25989374101476
557,18.64182358506156,18.64182358506156,74.53419221990424,0.0,8.740376604147743,120.80790875392476,298.13676887961697,298.13676887961697,36.4182358506156,120.80790875392476,18.64182358506156,55.35571849293571,55.35571849293571,18.64182358506156,55.35571849293571,55.35571849293571,74.53419221990424,74.53419221990424,153.53835472196988,153.53835472196988,8.740376604147743,8.740376604147743,8.740376604147743,8.740376604147743,120.80790875392476,36.4182358506156,36.4182358506156,36.4182358506156,36.4182358506156,36.4182358506156,120.80790875392476,278.6957382157319,153.53835472196988
558,18.59839696506832,18.59839696506832,73.719943095031,0.0,8.636152716163968,119.71464359559496,294.879772380124,294.879772380124,35.98396965068321,119.71464359559496,18.59839696506832,54.69563386903846,54.69563386903846,18.59839696506832,54.69563386903846,54.69563386903846,73.719943095031,73.719943095031,152.14870288218623,152.14870288218623,12.0,12.0,12.0,12.0,119.71464359559496,35.98396965068321,35.98396965068321,35.98396965068321,35.98396965068321,35.98396965068321,119.71464359559496,279.91984825341603,160.90872185050924
559,18.478929737158243,18.478929737158243,71.47993257171709,0.0,8.349431369179785,116.7070561329588,285.91973028686834,285.91973028686834,34.78929737158244,116.7070561329588,18.478929737158243,52.879732004805305,52.879732004805305,18.478929737158243,52.879732004805305,52.879732004805305,71.47993257171709,71.47993257171709,148.32575158906383,148.32575158906383,8.349431369179785,8.349431369179785,8.349431369179785,8.349431369179785,116.7070561329588,34.78929737158244,34.78929737158244,34.78929737158244,34.78929737158244,50.0,149.2959865143434,270.1438112008078,197.0
560,18.64182358506156,18.64182358506156,74.53419221990424,0.0,8.740376604147743,120.80790875392476,298.13676887961697,298.13676887961697,36.4182358506156,120.80790875392476,18.64182358506156,55.35571849293571,55.35571849293571,18.64182358506156,55.35571849293571,55.35571849293571,74.53419221990424,74.53419221990424,153.53835472196988,153.53835472196988,8.740376604147743,8.740376604147743,8.740376604147743,8.740376604147743,120.80790875392476,36.4182358506156,36.4182358506156,36.4182358506156,36.4182358506156,36.4182358506156,120.80790875392476,278.6957382157319,153.53835472196988
561,18.532695474836665,18.532695474836665,72.48804015318744,0.0,8.478469139607991,118.060608579013,289.95216061274976,289.95216061274976,35.32695474836664,118.060608579013,18.532695474836665,53.69697121751729,53.69697121751729,18.532695474836665,53.69697121751729,53.69697121751729,72.48804015318744,72.48804015318744,150.04625519477324,150.04625519477324,8.478469139607991,8.478469139607991,8.478469139607991,8.478469139607991,118.060608579013,35.32695474836664,35.32695474836664,35.32695474836664,35.32695474836664,50.0,149.49760803063748,272.96651242892483,161.78469139607995
562,18.40243697858509,18.40243697858509,70.04569334847042,0.0,8.165848748604212,114.7813509358796,280.1827733938817,280.1827733938817,34.024369785850894,114.7813509358796,18.40243697858509,51.71704207449335,51.71704207449335,18.40243697858509,51.71704207449335,51.71704207449335,70.04569334847042,70.04569334847042,145.87798331472283,145.87798331472283,8.165848748604212,8.165848748604212,8.165848748604212,8.165848748604212,114.7813509358796,34.024369785850894,34.024369785850894,34.024369785850894,34.024369785850894,34.024369785850894,114.7813509358796,350.0,197.0
563,18.006971439500195,18.006971439500195,74.3753470792882,0.0,7.1597877816433275,115.13942879000388,274.7239190542979,274.7239190542979,35.76408171071567,115.13942879000388,18.29168980528588,55.50027766343056,55.50027766343056,18.29168980528588,55.50027766343056,55.50027766343056,74.3753470792882,74.3753470792882,153.15337166900426,153.15337166900426,8.013942879000387,8.013942879000387,8.013942879000387,8.013942879000387,115.13942879000388,38.61126536857253,38.61126536857253,38.61126536857253,38.61126536857253,38.61126536857253,115.13942879000388,321.5281634214313,170.23647361614545
564,18.55214167938702,18.55214167938702,72.85265648850665,0.0,8.525140030528851,118.55016677856827,291.4106259540266,291.4106259540266,35.521416793870216,118.55016677856827,18.55214167938702,53.99255352668273,53.99255352668273,18.55214167938702,53.99255352668273,53.99255352668273,72.85265648850665,72.85265648850665,150.6685337403847,150.6685337403847,8.525140030528851,8.525140030528851,8.525140030528851,8.525140030528851,118.55016677856827,35.521416793870216,35.521416793870216,35.521416793870216,35.521416793870216,35.521416793870216,118.55016677856827,273.9874381678186,197.0
565,17.675751793342634,17.675751793342634,72.88377092233071,0.0,6.576754184466143,112.38878287794827,283.7875896671316,283.7875896671316,34.50501195561755,112.38878287794827,17.675751793342634,55.856515542302816,55.856515542302816,17.675751793342634,55.856515542302816,55.856515542302816,76.75751793342633,76.75751793342633,152.83928407351002,152.83928407351002,6.576754184466143,6.576754184466143,6.576754184466143,6.576754184466143,112.38878287794827,34.50501195561755,34.50501195561755,34.50501195561755,34.50501195561755,34.50501195561755,112.38878287794827,326.7575179334263,183.82926016227492
566,17.657352329313362,17.657352329313362,81.84448055217855,0.0,6.377645590352067,96.02384489046388,224.30142469850213,224.30142469850213,50.0,96.02384489046388,17.657352329313362,40.391755405563096,40.391755405563096,17.657352329313362,40.391755405563096,40.391755405563096,100.0,100.0,197.0,197.0,12.0,12.0,12.0,12.0,96.02384489046388,50.0,50.0,50.0,50.0,50.0,155.0,260.3937265962361,163.6172706927154
567,18.603805721299086,18.603805721299086,73.82135727435787,0.0,8.649133731117807,119.85080903370451,295.28542909743146,295.28542909743146,36.038057212990864,119.85080903370451,18.603805721299086,54.777846963746114,54.777846963746114,18.603805721299086,54.777846963746114,54.777846963746114,73.82135727435787,73.82135727435787,152.32178308157074,152.32178308157074,8.649133731117807,8.649133731117807,8.649133731117807,8.649133731117807,119.85080903370451,36.038057212990864,36.038057212990864,36.038057212990864,36.038057212990864,36.038057212990864,119.85080903370451,276.69980036820203,152.32178308157074
568,18.297779709617384,18.297779709617384,68.08336955532592,0.0,7.914671303081716,112.14660418961759,272.33347822130366,272.33347822130366,32.97779709617382,112.14660418961759,18.297779709617384,76.0,76.0,18.297779709617384,76.0,76.0,68.08336955532592,68.08336955532592,142.52895070775622,142.52895070775622,7.914671303081716,7.914671303081716,7.914671303081716,7.914671303081716,112.14660418961759,32.97779709617382,32.97779709617382,32.97779709617382,32.97779709617382,50.0,148.6166739110652,284.89007389286485,142.52895070775622
569,18.525572038406604,18.525572038406604,72.35447572012383,0.0,8.461372892175849,117.88127606688626,289.4179028804953,289.4179028804953,35.25572038406604,117.88127606688626,18.525572038406604,53.588694983780385,53.588694983780385,18.525572038406604,53.588694983780385,53.588694983780385,72.35447572012383,72.35447572012383,149.81830522901134,149.81830522901134,8.461372892175849,8.461372892175849,8.461372892175849,8.461372892175849,117.88127606688626,35.25572038406604,35.25572038406604,35.25572038406604,35.25572038406604,50.0,149.47089514402478,272.5925320163467,149.81830522901134
570,16.5,16.5,70.0,0.0,7.0,100.0,280.0,280.0,40.0,100.0,16.5,55.0,55.0,16.5,55.0,55.0,70.0,70.0,150.0,150.0,12.0,12.0,12.0,12.0,125.0,40.0,40.0,40.0,40.0,40.0,125.0,340.0,180.0
571,18.423894498804266,18.423894498804266,70.44802185258,0.0,8.21734679713024,115.32154400739742,281.79208741032,281.79208741032,34.23894498804267,115.32154400739742,18.423894498804266,52.043196381824856,52.043196381824856,18.423894498804266,52.043196381824856,52.043196381824856,70.44802185258,70.44802185258,146.56462396173652,146.56462396173652,12.0,12.0,12.0,12.0,115.32154400739742,34.23894498804267,34.23894498804267,34.23894498804267,34.23894498804267,50.0,149.08960437051599,267.254461187224,197.0
572,18.539306775799457,18.539306775799457,72.6120020462398,0.0,8.494336261918694,118.2270480807513,290.4480081849592,290.4480081849592,35.39306775799456,118.2270480807513,18.539306775799457,53.79746299215172,53.79746299215172,18.539306775799457,53.79746299215172,53.79746299215172,72.6120020462398,72.6120020462398,150.25781682558258,150.25781682558258,8.494336261918694,8.494336261918694,8.494336261918694,8.494336261918694,118.2270480807513,35.39306775799456,35.39306775799456,35.39306775799456,35.39306775799456,35.39306775799456,118.2270480807513,273.3136057294714,197.0
573,18.032804377744338,18.032804377744338,68.52487004390943,0.0,6.491852257684149,111.72169631037546,281.96826266466036,281.96826266466036,34.262435021954715,111.72169631037546,18.032804377744338,55.54116552854113,55.54116552854113,18.032804377744338,55.54116552854113,55.54116552854113,68.52487004390943,68.52487004390943,160.01672230159357,160.01672230159357,6.491852257684149,6.491852257684149,6.491852257684149,6.491852257684149,111.72169631037546,34.262435021954715,34.262435021954715,34.262435021954715,34.262435021954715,46.065608755488675,147.13121751097736,294.9185225768415,175.75428727963887
574,17.422711979030456,17.422711979030456,51.675849606821046,0.0,12.0,90.11677407209172,206.70339842728418,206.70339842728418,50.0,90.11677407209172,20.0,76.0,76.0,17.422711979030456,76.0,76.0,100.0,100.0,197.0,197.0,12.0,12.0,12.0,12.0,90.11677407209172,50.0,50.0,50.0,50.0,50.0,155.0,251.41873319791492,114.52678332897457
575,18.0,18.0,68.0,0.0,8.0,115.0,280.0,280.0,34.0,115.0,18.0,52.0,52.0,18.0,52.0,52.0,70.0,70.0,150.0,150.0,8.0,8.0,8.0,8.0,115.0,34.0,34.0,34.0,34.0,34.0,115.0,340.0,197.0
576,18.441770538704525,18.441770538704525,70.7831976007098,0.0,8.260249292890855,115.77157331188636,283.1327904028392,283.1327904028392,34.417705387045224,115.77157331188636,18.441770538704525,52.31491218830874,52.31491218830874,18.441770538704525,52.31491218830874,52.31491218830874,70.7831976007098,70.7831976007098,147.13665723854473,147.13665723854473,8.260249292890855,8.260249292890855,8.260249292890855,8.260249292890855,115.77157331188636,34.417705387045224,34.417705387045224,34.417705387045224,34.417705387045224,50.0,149.15663952014197,268.19295328198746,187.26106586690327
577,18.51179004194078,18.51179004194078,72.09606328638964,0.0,8.428296100657874,117.53431430585917,288.38425314555855,288.38425314555855,35.11790041940781,117.53431430585917,18.51179004194078,53.37920863749987,53.37920863749987,18.51179004194078,53.37920863749987,53.37920863749987,72.09606328638964,72.09606328638964,149.377281342105,149.377281342105,8.428296100657874,8.428296100657874,8.428296100657874,8.428296100657874,117.53431430585917,35.11790041940781,35.11790041940781,35.11790041940781,35.11790041940781,35.11790041940781,117.53431430585917,271.86897720189097,197.0
578,18.592199866605863,18.592199866605863,73.60374749885993,0.0,8.621279679854071,119.5586316418026,294.4149899954397,294.4149899954397,35.921998666058634,119.5586316418026,18.592199866605863,54.601437972409116,54.601437972409116,18.592199866605863,54.601437972409116,54.601437972409116,73.60374749885993,73.60374749885993,151.95039573138763,151.95039573138763,8.621279679854071,8.621279679854071,8.621279679854071,8.621279679854071,119.5586316418026,35.921998666058634,35.921998666058634,35.921998666058634,35.921998666058634,35.921998666058634,119.5586316418026,276.0904929968078,151.95039573138763
579,18.51179004194078,18.51179004194078,72.09606328638964,0.0,8.428296100657874,117.53431430585917,288.38425314555855,288.38425314555855,35.11790041940781,117.53431430585917,18.51179004194078,53.37920863749987,53.37920863749987,18.51179004194078,53.37920863749987,53.37920863749987,72.09606328638964,72.09606328638964,149.377281342105,149.377281342105,8.428296100657874,8.428296100657874,8.428296100657874,8.428296100657874,117.53431430585917,35.11790041940781,35.11790041940781,35.11790041940781,35.11790041940781,35.11790041940781,117.53431430585917,271.86897720189097,197.0
580,18.641022177109456,18.641022177109456,74.51916582080231,0.0,8.738453225062695,120.78773330873058,298.07666328320926,298.07666328320926,36.41022177109457,120.78773330873058,18.641022177109456,55.34353709206374,55.34353709206374,18.641022177109456,55.34353709206374,55.34353709206374,74.51916582080231,74.51916582080231,153.51270966750263,153.51270966750263,8.738453225062695,8.738453225062695,8.738453225062695,8.738453225062695,120.78773330873058,36.41022177109457,36.41022177109457,36.41022177109457,36.41022177109457,36.41022177109457,120.78773330873058,278.6536642982465,153.51270966750263
